id,can_id,can_nam,spe_id,spe_nam,ele_typ,state,district,office,can_party,exp_amount,exp_date,agg_amount,sup_opp,pur,pay,file_num,amn_ind,tra_id,ima_num,rec_dat,prev_file_num
11,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,20.08,2012-10-23T00:00:00Z,"$83,612.30 ",Support,Rental Van,Budget-St. Louis,825014,N,VN7CZ5S2P5,12960999235,10/24/12, 
12,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,22.50,2012-10-23T00:00:00Z,"$83,612.30 ",Support,Per Diem,Heather Rozzo,825014,N,VN7CZ5S2Y9,12960999379,10/24/12, 
13,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,22.50,2012-10-23T00:00:00Z,"$83,612.30 ",Support,Per Diem,Joshua D Summerford,825014,N,VN7CZ5S2Z6,12960999437,10/24/12, 
14,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,22.57,2012-10-23T00:00:00Z,"$83,612.30 ",Support,Lodging,"Water Tower Inn, St. Louis University",825014,N,VN7CZ5S2R1,12960999632,10/24/12, 
15,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,22.57,2012-10-23T00:00:00Z,"$83,612.30 ",Support,Lodging,"Water Tower Inn, St. Louis University",825014,N,VN7CZ5S2S9,12960999632,10/24/12, 
16,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,25.86,2012-10-23T00:00:00Z,"$83,612.30 ",Support,Gas,Grand BP,825014,N,VN7CZ5S2V5,12960999355,10/24/12, 
17,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,32.24,2012-10-23T00:00:00Z,"$83,612.30 ",Support,Rental Van,St. Louis Budget,825014,N,VN7CZ5S2N7,12960999593,10/24/12, 
18,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,53.22,2012-10-23T00:00:00Z,"$83,612.30 ",Support,Salary and Benefits,"Asher, Mark",825014,N,VN7CZ5RYT9,12960999148,10/24/12, 
19,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,53.22,2012-10-23T00:00:00Z,"$83,612.30 ",Support,Salary and Benefits,"Bonds, Donniesha",825014,N,VN7CZ5RZ64,12960999185,10/24/12, 
20,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,53.22,2012-10-23T00:00:00Z,"$83,612.30 ",Support,Salary and Benefits,"Booth, Leroy",825014,N,VN7CZ5RZP0,12960999187,10/24/12, 
21,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,53.22,2012-10-23T00:00:00Z,"$83,612.30 ",Support,Salary and Benefits,"Cherry, Lawaun",825014,N,VN7CZ5RZ56,12960999256,10/24/12, 
22,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,53.22,2012-10-23T00:00:00Z,"$83,612.30 ",Support,Salary and Benefits,"Conner, Jasmine",825014,N,VN7CZ5RZQ8,12960999272,10/24/12, 
23,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,53.22,2012-10-23T00:00:00Z,"$83,612.30 ",Support,Salary and Benefits,"Franklin, Madeline",825014,N,VN7CZ5RYJ8,12960999333,10/24/12, 
24,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,53.22,2012-10-23T00:00:00Z,"$83,612.30 ",Support,Salary and Benefits,"Glover, Nicole",825014,N,VN7CZ5RZS4,12960999349,10/24/12, 
25,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,53.22,2012-10-23T00:00:00Z,"$83,612.30 ",Support,Salary and Benefits,"Hanna, Cathy",825014,N,VN7CZ5S009,12960999366,10/24/12, 
26,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,53.22,2012-10-23T00:00:00Z,"$83,612.30 ",Support,Salary and Benefits,"Kodero, Cliff",825014,N,VN7CZ5RYP9,12960999457,10/24/12, 
27,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,53.22,2012-10-23T00:00:00Z,"$83,612.30 ",Support,Salary and Benefits,"Simmons, Thomas",825014,N,VN7CZ5RZE7,12960999584,10/24/12, 
28,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,71.87,2012-10-23T00:00:00Z,"$83,612.30 ",Support,Salary and Benefits,"Beverly, Carl",825014,N,VN7CZ5RZR6,12960999179,10/24/12, 
29,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,71.87,2012-10-23T00:00:00Z,"$83,612.30 ",Support,Salary and Benefits,"Williams, Lamandres",825014,N,VN7CZ5RYK5,12960999643,10/24/12, 
30,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,71.87,2012-10-23T00:00:00Z,"$83,612.30 ",Support,Salary and Benefits,"Williams, Lisha",825014,N,VN7CZ5RZ22,12960999643,10/24/12, 
31,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,16.91,2012-10-23T00:00:00Z,"$83,612.30 ",Oppose,Gas,Grand BP,825014,N,VN7CZ5S2K2,12960999354,10/24/12, 
32,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,20.00,2012-10-23T00:00:00Z,"$83,612.30 ",Oppose,Rent,GST Properties,825014,N,VN7CZ5S2G8,12960999360,10/24/12, 
33,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,20.08,2012-10-23T00:00:00Z,"$83,612.30 ",Oppose,Rental Van,Budget-St. Louis,825014,N,VN7CZ5S2F0,12960999235,10/24/12, 
34,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,22.50,2012-10-23T00:00:00Z,"$83,612.30 ",Oppose,Per Diem,Heather Rozzo,825014,N,VN7CZ5S2W3,12960999378,10/24/12, 
35,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,22.50,2012-10-23T00:00:00Z,"$83,612.30 ",Oppose,Per Diem,Joshua D Summerford,825014,N,VN7CZ5S2X1,12960999437,10/24/12, 
36,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,22.57,2012-10-23T00:00:00Z,"$83,612.30 ",Oppose,Lodging,"Water Tower Inn, St. Louis University",825014,N,VN7CZ5S2H6,12960999631,10/24/12, 
37,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,22.57,2012-10-23T00:00:00Z,"$83,612.30 ",Oppose,Lodging,"Water Tower Inn, St. Louis University",825014,N,VN7CZ5S2J4,12960999631,10/24/12, 
38,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,25.86,2012-10-23T00:00:00Z,"$83,612.30 ",Oppose,Gas,Grand BP,825014,N,VN7CZ5S2M0,12960999354,10/24/12, 
39,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,32.24,2012-10-23T00:00:00Z,"$83,612.30 ",Oppose,Rental Van,St. Louis Budget,825014,N,VN7CZ5S2E2,12960999593,10/24/12, 
40,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,53.22,2012-10-23T00:00:00Z,"$83,612.30 ",Oppose,Salary and Benefits,"Asher, Mark",825014,N,VN7CZ5RX03,12960999148,10/24/12, 
41,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,53.22,2012-10-23T00:00:00Z,"$83,612.30 ",Oppose,Salary and Benefits,"Bonds, Donniesha",825014,N,VN7CZ5RXC7,12960999184,10/24/12, 
42,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,53.22,2012-10-23T00:00:00Z,"$83,612.30 ",Oppose,Salary and Benefits,"Booth, Leroy",825014,N,VN7CZ5RXW4,12960999186,10/24/12, 
43,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,53.22,2012-10-23T00:00:00Z,"$83,612.30 ",Oppose,Salary and Benefits,"Cherry, Lawaun",825014,N,VN7CZ5RXB9,12960999256,10/24/12, 
44,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,53.22,2012-10-23T00:00:00Z,"$83,612.30 ",Oppose,Salary and Benefits,"Conner, Jasmine",825014,N,VN7CZ5RXX2,12960999272,10/24/12, 
45,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,53.22,2012-10-23T00:00:00Z,"$83,612.30 ",Oppose,Salary and Benefits,"Franklin, Madeline",825014,N,VN7CZ5RWR9,12960999332,10/24/12, 
46,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,53.22,2012-10-23T00:00:00Z,"$83,612.30 ",Oppose,Salary and Benefits,"Glover, Nicole",825014,N,VN7CZ5RXZ7,12960999349,10/24/12, 
47,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,53.22,2012-10-23T00:00:00Z,"$83,612.30 ",Oppose,Salary and Benefits,"Hanna, Cathy",825014,N,VN7CZ5RY63,12960999366,10/24/12, 
48,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,53.22,2012-10-23T00:00:00Z,"$83,612.30 ",Oppose,Salary and Benefits,"Kodero, Cliff",825014,N,VN7CZ5RWW1,12960999456,10/24/12, 
49, ,"Hartzler, Vicky",C90012113,Campaign For Community Change,G,MO,4,H,Rep,7200.00,2012-10-22T00:00:00Z,$0.00 ,Oppose,Media-production and ad placement,LUC Media Group Inc,824312,N,F57.000001,12960688577,10/23/12, 
50, ,"Hartzler, Vicky",C90012113,Campaign For Community Change,G,MO,4,H,Rep,233.52,2012-10-22T00:00:00Z,$0.00 ,Oppose,Salary-Ad content development,"Parcher, Jeffery",824312,N,F57.000004,12960688578,10/23/12, 
51, ,"Hartzler, Vicky",C90012113,Campaign For Community Change,G,MO,4,H,Rep,72.20,2012-10-22T00:00:00Z,$0.00 ,Oppose,Salary-Ad content development,"Dailey, Mary",824312,N,F57.000003,12960688577,10/23/12, 
52, ,"Hartzler, Vicky",C90012113,Campaign For Community Change,G,MO,4,H,Rep,54.59,2012-10-22T00:00:00Z,$0.00 ,Oppose,Salary-Ad content development,"De La Cruz, Donna",824312,N,F57.000005,12960688578,10/23/12, 
53, ,"Akin, Todd",C90012113,Campaign For Community Change,P,MO,0,S,Rep,72.20,2012-10-22T00:00:00Z,$0.00 ,Oppose,Salary-Ad content development,"Dailey, Mary",824312,N,F57.000006,12960688578,10/23/12, 
54, ,"Akin, Todd",C90012113,Campaign For Community Change,P,MO,0,S,Rep,54.59,2012-10-22T00:00:00Z,$0.00 ,Oppose,Salary-Ad content development,"De La Cruz, Donna",824312,N,F57.000008,12960688579,10/23/12, 
55, ,"Akin, Todd",C90012113,Campaign For Community Change,G,MO,,H,Rep,233.52,2012-10-22T00:00:00Z,$0.00 ,Oppose,Salary-Ad content development,"Parcher, Jeffery",824312,N,F57.000007,12960688579,10/23/12, 
56, ,"Akin, Todd",C90012113,Campaign For Community Change,G,MO,0,S,Rep,7200.00,2012-10-22T00:00:00Z,$0.00 ,Oppose,Media-production and ad placement,LUC Media Group Inc,824312,N,F57.000002,12960688577,10/23/12, 
57,S2MO00429,"Akin, Todd",C00488486,Communications Workers Of America Working Voices,G,MO,0,S,Rep,1269.77,2012-10-22T00:00:00Z,"$2,539.53 ",Oppose,CWA RETIREE MAILING,Solidarity Strategies,824217,N,D22878,12960688206,10/23/12, 
58,S6MO00305,"McCaskill, Claire",C00488486,Communications Workers Of America Working Voices,G,MO,0,S,Dem,1269.76,2012-10-22T00:00:00Z,"$2,539.53 ",Support,CWA RETIREE MAILING,Solidarity Strategies,824217,N,D22875,12960688205,10/23/12, 
59, ,"Hartzler, Vicky",C00405761,Missouri Farm Bureau Federation Statewide Farm  Pac,G,MO,,H,Rep,134.10,2012-10-22T00:00:00Z,"$3,398.80 ",Support,Radio ads for Vicky Hartzler,My Town Media,824142,N,SE.4514,12940380009,10/23/12, 
60, ,"Hartzler, Vicky",C00405761,Missouri Farm Bureau Federation Statewide Farm  Pac,G,MO,,H,Rep,495.00,2012-10-22T00:00:00Z,"$3,893.80 ",Support,Radio ads for Vicky Hartzler,Town Square Media,824142,N,SE.4513,12940380009,10/23/12, 
61,S2MO00429,"Akin, Todd",C00489799,Planned Parenthood Votes,G,MO,0,S,Rep,7500.00,2012-10-22T00:00:00Z,"$64,600.00 ",Oppose,Creation of online ad,76 Words,824238,N,B442523,12940381619,10/23/12, 
62,S2MO00429,"Akin, Todd",C00489799,Planned Parenthood Votes,G,MO,0,S,Rep,20000.00,2012-10-22T00:00:00Z,"$64,600.00 ",Oppose,Persuasion calls,Stones' Phones,824238,N,B442524,12940381619,10/23/12, 
63,S2MO00429,"Akin, Todd",C00489799,Planned Parenthood Votes,G,MO,0,S,Rep,37100.00,2012-10-22T00:00:00Z,"$64,600.00 ",Oppose,Online advertising,Blueprint Interactive,824238,N,B442532,12940381620,10/23/12, 
64,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,20.00,2012-10-22T00:00:00Z,"$81,706.22 ",Support,Rent,GST Properties,824151,N,VN7CZ5NG91,12960687101,10/23/12, 
65,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,20.08,2012-10-22T00:00:00Z,"$81,706.22 ",Support,Rental Van,Budget-St. Louis,824151,N,VN7CZ5NG84,12960686984,10/23/12, 
66,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,22.50,2012-10-22T00:00:00Z,"$81,706.22 ",Support,Per Diem,Heather Rozzo,824151,N,VN7CZ5NGE1,12960687120,10/23/12, 
67,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,22.50,2012-10-22T00:00:00Z,"$81,706.22 ",Support,Per Diem,Joshua D Summerford,824151,N,VN7CZ5NGF9,12960687171,10/23/12, 
68,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,22.57,2012-10-22T00:00:00Z,"$81,706.22 ",Support,Lodging,"Water Tower Inn, St. Louis University",824151,N,VN7CZ5NGA9,12960687413,10/23/12, 
69,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,22.57,2012-10-22T00:00:00Z,"$81,706.22 ",Support,Lodging,"Water Tower Inn, St. Louis University",824151,N,VN7CZ5NGB7,12960687414,10/23/12, 
70,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,32.24,2012-10-22T00:00:00Z,"$81,706.22 ",Support,Rental Van,St. Louis Budget,824151,N,VN7CZ5NG76,12960687365,10/23/12, 
71,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,53.22,2012-10-22T00:00:00Z,"$81,706.22 ",Support,Salary and Benefits,"Asher, Mark",824151,N,VN7CZ5NFZ2,12960686894,10/23/12, 
72,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,53.22,2012-10-22T00:00:00Z,"$81,706.22 ",Support,Salary and Benefits,"Booth, Leroy",824151,N,VN7CZ5NFS5,12960686938,10/23/12, 
73,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,53.22,2012-10-22T00:00:00Z,"$81,706.22 ",Support,Salary and Benefits,"Cherry, Lawaun",824151,N,VN7CZ5NG18,12960687005,10/23/12, 
74,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,53.22,2012-10-22T00:00:00Z,"$81,706.22 ",Support,Salary and Benefits,"Conner, Jasmine",824151,N,VN7CZ5NFT3,12960687019,10/23/12, 
75,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,53.22,2012-10-22T00:00:00Z,"$81,706.22 ",Support,Salary and Benefits,"Franklin, Madeline",824151,N,VN7CZ5NFW9,12960687074,10/23/12, 
76,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,53.22,2012-10-22T00:00:00Z,"$81,706.22 ",Support,Salary and Benefits,"Kodero, Cliff",824151,N,VN7CZ5NFR7,12960687195,10/23/12, 
77,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,53.22,2012-10-22T00:00:00Z,"$81,706.22 ",Support,Salary and Benefits,"Simmons, Thomas",824151,N,VN7CZ5NFQ9,12960687356,10/23/12, 
78,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,53.22,2012-10-22T00:00:00Z,"$81,706.22 ",Support,Salary and Benefits,"Willcox, Christopher",824151,N,VN7CZ5NFY5,12960687422,10/23/12, 
79,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,71.87,2012-10-22T00:00:00Z,"$81,706.22 ",Support,Salary and Benefits,"Beverly, Carl",824151,N,VN7CZ5NFV1,12960686930,10/23/12, 
80,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,71.87,2012-10-22T00:00:00Z,"$81,706.22 ",Support,Salary and Benefits,"Williams, Lamandres",824151,N,VN7CZ5NFX7,12960687423,10/23/12, 
81,S6MO00305,"McCaskill, Claire",C90011156,Working America,G,MO,0,S,Dem,71.87,2012-10-22T00:00:00Z,"$81,706.22 ",Support,Salary and Benefits,"Williams, Lisha",824151,N,VN7CZ5NG00,12960687424,10/23/12, 
82,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,20.00,2012-10-22T00:00:00Z,"$81,706.22 ",Oppose,Rent,GST Properties,824151,N,VN7CZ5NG42,12960687101,10/23/12, 
83,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,20.08,2012-10-22T00:00:00Z,"$81,706.22 ",Oppose,Rental Van,Budget-St. Louis,824151,N,VN7CZ5NG34,12960686984,10/23/12, 
84,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,22.50,2012-10-22T00:00:00Z,"$81,706.22 ",Oppose,Per Diem,Heather Rozzo,824151,N,VN7CZ5NGC5,12960687119,10/23/12, 
85,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,22.50,2012-10-22T00:00:00Z,"$81,706.22 ",Oppose,Per Diem,Joshua D Summerford,824151,N,VN7CZ5NGD3,12960687171,10/23/12, 
86,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,22.57,2012-10-22T00:00:00Z,"$81,706.22 ",Oppose,Lodging,"Water Tower Inn, St. Louis University",824151,N,VN7CZ5NG50,12960687413,10/23/12, 
87,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,22.57,2012-10-22T00:00:00Z,"$81,706.22 ",Oppose,Lodging,"Water Tower Inn, St. Louis University",824151,N,VN7CZ5NG68,12960687413,10/23/12, 
88,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,32.24,2012-10-22T00:00:00Z,"$81,706.22 ",Oppose,Rental Van,St. Louis Budget,824151,N,VN7CZ5NG26,12960687365,10/23/12, 
89,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,53.22,2012-10-22T00:00:00Z,"$81,706.22 ",Oppose,Salary and Benefits,"Asher, Mark",824151,N,VN7CZ5NFM6,12960686893,10/23/12, 
90,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,53.22,2012-10-22T00:00:00Z,"$81,706.22 ",Oppose,Salary and Benefits,"Booth, Leroy",824151,N,VN7CZ5NFE8,12960686938,10/23/12, 
91,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,53.22,2012-10-22T00:00:00Z,"$81,706.22 ",Oppose,Salary and Benefits,"Cherry, Lawaun",824151,N,VN7CZ5NFP1,12960687005,10/23/12, 
92,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,53.22,2012-10-22T00:00:00Z,"$81,706.22 ",Oppose,Salary and Benefits,"Conner, Jasmine",824151,N,VN7CZ5NFF6,12960687019,10/23/12, 
93,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,53.22,2012-10-22T00:00:00Z,"$81,706.22 ",Oppose,Salary and Benefits,"Franklin, Madeline",824151,N,VN7CZ5NFH2,12960687074,10/23/12, 
94,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,53.22,2012-10-22T00:00:00Z,"$81,706.22 ",Oppose,Salary and Benefits,"Kodero, Cliff",824151,N,VN7CZ5NFD0,12960687195,10/23/12, 
95,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,53.22,2012-10-22T00:00:00Z,"$81,706.22 ",Oppose,Salary and Benefits,"Simmons, Thomas",824151,N,VN7CZ5NFC2,12960687355,10/23/12, 
96,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,53.22,2012-10-22T00:00:00Z,"$81,706.22 ",Oppose,Salary and Benefits,"Willcox, Christopher",824151,N,VN7CZ5NFK8,12960687422,10/23/12, 
97,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,71.87,2012-10-22T00:00:00Z,"$81,706.22 ",Oppose,Salary and Benefits,"Beverly, Carl",824151,N,VN7CZ5NFG4,12960686929,10/23/12, 
98,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,71.87,2012-10-22T00:00:00Z,"$81,706.22 ",Oppose,Salary and Benefits,"Williams, Lamandres",824151,N,VN7CZ5NFJ0,12960687423,10/23/12, 
99,S2MO00429,"Akin, Todd",C90011156,Working America,G,MO,0,S,Rep,71.87,2012-10-22T00:00:00Z,"$81,706.22 ",Oppose,Salary and Benefits,"Williams, Lisha",824151,N,VN7CZ5NFN3,12960687423,10/23/12, 
100, ,"Wagner, Ann",C00053553,National Rifle Association Of America Political Victory Fund,G,MO,2,H,Rep,19.20,2012-10-21T00:00:00Z,$0.00 ,Support,Phone Bank,NRA Institute for Legislative Action,822722,N,48281125,12940366954,10/21/12, 
101, ,"Wagner, Ann",C00053553,National Rifle Association Of America Political Victory Fund,G,MO,2,H,Rep,24.75,2012-10-21T00:00:00Z,$0.00 ,Support,Phone Bank,NRA Institute for Legislative Action,823511,N,48290896,12960681406,10/22/12, 
102, ,"Akin, Todd",C90008186,Citizenlink (formerly Focus On The Family Action),G,MO,0,S,Rep,8613.00,2012-10-20T00:00:00Z,"$100,826.93 ",Support,Social Media Placement; also opposes McCaskill,Angler LLC,822643,N,F57.000012,12960661498,10/21/12, 
103,S6MO00305,"McCaskill, Claire",C00489625,Faith Family Freedom Fund,G,MO,0,S,Dem,1050.00,2012-10-20T00:00:00Z,"$20,832.00 ",Oppose,Radio ad buy,Bott Radio Network,823770,N,SE.8488,12960683463,10/23/12, 
104,S6MO00305,"McCaskill, Claire",C00489625,Faith Family Freedom Fund,G,MO,0,S,Dem,1050.00,2012-10-20T00:00:00Z,"$5,769.00 ",Oppose,Radio ad buy,Bott Radio Network,823801,A1,SE.8488,12940378284,10/23/12,823770
105,S2MO00429,"Akin, Todd",C90004185,Naral Pro-choice America,G,MO,0,S,Rep,190.00,2012-10-20T00:00:00Z,"$22,413.19 ",Oppose,List rental,NARAL Pro-Choice Foundation,822031,N,VN7C25GS83,12940330544,10/20/12, 
106, ,"Hartzler, Vicky",C00053553,National Rifle Association Of America Political Victory Fund,G,MO,4,H,Rep,0.22,2012-10-20T00:00:00Z,$0.00 ,Support,Phone Bank,NRA Institute for Legislative Action,822434,N,48163225,12960658743,10/20/12, 
107,S2MO00429,"Akin, Todd",C00401786,Freedom's Defense Fund,G,MO,0,S,Rep,25943.00,2012-10-19T00:00:00Z,"$185,562.15 ",Support,CABLE MEDIA BUY (10/29 - 11/04/2012),NCC MEDIA,822413,N,SE.112057,12960658280,10/20/12, 
108,H6MO05189,"Turk, Jacob",C00111278,National Right To Life Political Action Committee,G,MO,5,H,Rep,812.83,2012-10-19T00:00:00Z,$812.83 ,Support,Postage,EU Services,822078,N,E526305B72016488FA43,12960626070,10/20/12, 
109,H6MO05189,"Turk, Jacob",C00111278,National Right To Life Political Action Committee,G,MO,5,H,Rep,1127.74,2012-10-19T00:00:00Z,$812.83 ,Support,Printing Mail,EU Services,822078,N,E5079D7A1DD31432F8F8,12960626077,10/20/12, 
110,S2MO00429,"Akin, Todd",C00111278,National Right To Life Political Action Committee,G,MO,0,S,Rep,1664.38,2012-10-19T00:00:00Z,"$30,792.54 ",Support,Printing Mail,EU Services,822078,N,E9159D2EA9E414DEFAD0,12960626083,10/20/12, 
111,S2MO00429,"Akin, Todd",C00111278,National Right To Life Political Action Committee,G,MO,0,S,Rep,2841.48,2012-10-19T00:00:00Z,"$30,792.54 ",Support,Postage,EU Services,822078,N,EB3F90F74CF1F44E5832,12960626068,10/20/12, 
112,H0MO04086,"Hartzler, Vicky",C00111278,National Right To Life Political Action Committee,G,MO,4,H,Rep,203.49,2012-10-19T00:00:00Z,"$2,593.87 ",Support,Postage,EU Services,822078,N,E3AAB2CA13F144D419A8,12960626079,10/20/12, 
